utterance_id,conversation_id,agent,message
9,74,bot,"🙁 Well, okay."
10,74,human,what are you doing
11,74,bot,😊 Helping you is what I do.
12,74,human,okay
13,74,bot,I don't understand you.
14,74,human,so
15,74,bot,I don't understand you.
16,74,human,are you on earth
17,74,bot,I don't know what to answer.
18,74,human,are you on moon base
19,74,bot,I don't understand you.
0,75,human,Hello
1,75,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,75,human,What is your purpose
3,75,bot,I don't understand you.
4,75,human,What is your function
5,75,bot,I don't understand you.
6,75,human,tell me about yourself
7,75,bot,I don't understand you.
8,75,human,How are you Deepy
9,75,bot,I don't know what to answer.
10,75,human,What can you help me with
11,75,bot,I don't know what to answer.
0,76,human,hello
1,76,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,76,human,apple
3,76,bot,I don't understand you.
4,76,human,oh
5,76,bot,I don't understand you.
6,76,human,name
7,76,bot,I don't know what to answer.
8,76,human,what is sun
9,76,bot,I don't understand you.
0,77,human,hey you
1,77,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,77,human,fine th
3,77,bot,😊 i'm glad for you! What's on your mind?
4,77,human,curiosity
5,77,bot,I don't know what to answer.
6,77,human,))
7,77,bot,I don't know what to answer.
8,77,human,holy cow
9,77,bot,I don't have this information.
0,78,human,Hi
1,78,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,78,human,Ты знаешь русский?
3,78,bot,I don't understand you.
4,78,human,Do you speak Russian?
5,78,bot,I don't have this information.
6,78,human,2+2?
7,78,bot,I don't have this information.
0,79,human,I want a classification model.
1,79,bot,I don't understand you.
2,79,human,Hello~ I want a deep learning model that can predict a number from an image trained with the MNIST data set.
3,79,bot,I don't have this information.
4,79,human,Please build a regression model.
5,79,bot,I don't know what to answer.
0,80,human,Hello
1,80,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,80,human,I'm fine how are you?
3,80,bot,😊 Cool! What would you want to talk about?
4,80,human,What do you do?
5,80,bot,I don't have this information.
6,80,human,what is your purpose?
7,80,bot,I don't know what to answer.
0,81,human,merhaba
1,81,bot,I don't know what to answer.
2,81,human,do you speak Turkish?
3,81,bot,I don't have this information.
4,81,human,hi
5,81,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,81,human,fine and you
7,81,bot,😊 i'm happy for you! What's on your mind?
8,81,human,write a chatbot.
9,81,bot,I don't understand you.
10,81,human,arr you a human?
11,81,bot,I don't know what to answer.
12,81,human,are you a human
13,81,bot,I don't understand you.
14,81,human,what are you
15,81,bot,I'm DEEPY.
0,82,human,hello
1,82,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,82,human,I will like to create a sales order
3,82,bot,I don't know what to answer.
4,82,human,can u book a flight for me
5,82,bot,I don't have this information.
6,82,human,what can u do ?
7,82,bot,I don't know what to answer.
8,82,human,U don't know anything?
9,82,bot,I don't understand you.
10,82,human,what can you do?
11,82,bot,I don't understand you.
12,82,human,what is your name?
13,82,bot,"I'm DEEPY, Are you Sam?"
14,82,human,"No, I am Jack."
15,82,bot,I don't understand you.
16,82,human,My name is Jack Ma.
17,82,bot,I don't understand you.
18,82,human,Tell me what you can do.
19,82,bot,I don't know what to answer.
0,83,human,Hello
1,83,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,83,human,I'm fine and you?
3,83,bot,😊 i'm glad for you! What do you want to talk about?
4,83,human,Do you like books?
5,83,bot,I don't understand you.
6,83,human,What do you know about space
7,83,bot,I don't have this information.
8,83,human,Who are you
9,83,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
10,83,human,nice
11,83,bot,I don't understand you.
12,83,human,where are you
13,83,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
14,83,human,why are you on the moon
15,83,bot,I don't know what to answer.
0,84,human,How are you?
1,84,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
2,84,human,Can i get some help?
3,84,bot,I don't understand you.
4,84,human,Why?
5,84,bot,I don't have this information.
6,84,human,Which?
7,84,bot,I don't know what to answer.
8,84,human,Fcuk you
9,84,bot,I don't understand you.
10,84,human,Why are. you so stupid?
11,84,bot,I don't know what to answer.
12,84,human,Tell me the weather in San Francisco
13,84,bot,I don't know what to answer.
14,84,human,What can you do?
15,84,bot,I don't understand you.
16,84,human,How are you?
17,84,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
0,85,human,/get_dialog_id
1,85,bot,I don't know what to answer.
2,85,human,Hello
3,85,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,85,human,I am fine
5,85,bot,😊 Sounds like a good mood! What's on your mind?
6,85,human,Do you really want to know?
7,85,bot,I don't understand you.
0,86,human,hello
1,86,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,86,human,im ok
3,86,bot,😊 i'm glad for you! What do you want to talk about?
4,86,human,nothing
5,86,bot,I don't have this information.
6,86,human,yes
7,86,bot,🙂 Interesting.
0,87,human,ты кто?
1,87,bot,I don't know what to answer.
2,87,human,русский знаешь?
3,87,bot,I don't know what to answer.
4,87,human,иностранец?
5,87,bot,I don't know what to answer.
6,87,human,r u bot?
7,87,bot,I don't know what to answer.
0,88,human,hi
1,88,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,88,human,quite fine
3,88,bot,😊 i'm happy for you! What do you want to talk about?
4,88,human,"do you know, what am i professional at?"
5,88,bot,I don't understand you.
6,88,human,what were we talking about?
7,88,bot,I don't have this information.
8,88,human,what is like the weather here?
9,88,bot,I don't have this information.
10,88,human,say random name
11,88,bot,I don't have this information.
0,89,human,hey cutie
1,89,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,89,human,good :) hwo r u?
3,89,bot,😊 Cool! What are we gonna talk about?
4,89,human,i wanna see your titties
5,89,bot,I don't know what to answer.
6,89,human,boobs?
7,89,bot,I don't understand you.
8,89,human,eat 3000 buttholes you swine
9,89,bot,I don't understand you.
10,89,human,have you ever been to mexico?
11,89,bot,I don't have this information.
12,89,human,where are you?
13,89,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
14,89,human,why is a mouse spinning?
15,89,bot,I don't know what to answer.
0,90,human,hello
1,90,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,90,human,good
3,90,bot,😊 Cool! What are we gonna talk about?
4,90,human,sex
5,90,bot,I don't know what to answer.
6,90,human,russia
7,90,bot,I don't know what to answer.
0,91,human,من
1,91,bot,I don't have this information.
2,91,human,what time is is it?
3,91,bot,I don't know what to answer.
4,91,human,now.
5,91,bot,I don't understand you.
6,91,human,time
7,91,bot,I don't know what to answer.
0,92,human,hi
1,92,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,92,human,thank.
3,92,bot,I don't understand you.
4,92,human,im ok;
5,92,bot,😊 i'm glad for you! What do you wanna talk about?
6,92,human,adout time
7,92,bot,I don't have this information.
8,92,human,about time
9,92,bot,I don't have this information.
10,92,human,iot
11,92,bot,I don't know what to answer.
12,92,human,What is SAARC?
13,92,bot,I don't know what to answer.
0,93,human,"hello,how is it going ?"
1,93,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,93,human,"good, what are you doing right now ?"
3,93,bot,😊 i'm happy for you! What's on your mind?
4,93,human,guess it
5,93,bot,I don't have this information.
6,93,human,guess
7,93,bot,I don't understand you.
8,93,human,guess at something
9,93,bot,I don't know what to answer.
10,93,human,can you guess that what I am thinking about ?
11,93,bot,I don't have this information.
12,93,human,ok
13,93,bot,I don't have this information.
14,93,human,bye
15,93,bot,I don't know what to answer.
16,93,human,why
17,93,bot,I don't understand you.
0,94,human,"Hi , how is it going ?"
1,94,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,94,human,good
3,94,bot,😊 Sounds like a good mood! What would you want to talk about?
4,94,human,weather
5,94,bot,I don't understand you.
0,95,human,how much interest rate?
1,95,bot,I don't understand you.
2,95,human,what you know
3,95,bot,I don't have this information.
4,95,human,who are you?
5,95,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
0,96,human,Hello
1,96,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,96,human,I'm fine what about you?
3,96,bot,😊 Cool! What would you like to chat about?
4,96,human,anime
5,96,bot,I don't understand you.
6,96,human,i'm sorry about that
7,96,bot,I don't have this information.
0,97,human,Bring me chocolate.
1,97,bot,I don't have this information.
2,97,human,Yes you have.
3,97,bot,I don't know what to answer.
4,97,human,What's your name?
5,97,bot,"I'm DEEPY, Are you Sam?"
6,97,human,"Yes, I am Sam the orc slayer."
7,97,bot,I don't have this information.
0,98,human,Привет
1,98,bot,I don't understand you.
2,98,human,Hello
3,98,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,98,human,What do you think about univercity 
5,98,bot,I don't know what to answer.
6,98,human,What do you think about university
7,98,bot,I don't know what to answer.
0,99,human,Hello
1,99,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,99,human,Im fine
3,99,bot,😊 Cool! What would you like to chat about?
4,99,human,Marlon Brando
5,99,bot,I don't have this information.
6,99,human,I want to talk about Marlon Brando
7,99,bot,I don't understand you.
8,99,human,I hungry
9,99,bot,I don't understand you.
10,99,human,I am hungry
11,99,bot,Would you like some hot sauce on your beans?
12,99,human,no
13,99,bot,🙁 Okay. I got it.
14,99,human,you are a silly bot
15,99,bot,I don't have this information.
0,100,human,What are you doing
1,100,bot,😊 Helping you is my destiny!
2,100,human,Heh nice
3,100,bot,I don't know what to answer.
4,100,human,Okay can we be friend
5,100,bot,I don't know what to answer.
0,101,human,рш
1,101,bot,I don't know what to answer.
2,101,human,who are you?
3,101,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,101,human,who made you?
5,101,bot,DeepPavlov Research Lab.
6,101,human,where am I?
7,101,bot,You are in the infirmary in the moonbase Sarang.
8,101,human,what do I do here?
9,101,bot,"When you arrived here, there was a little crash. You woke up here in the infirmary. You suffered minor memory loss."
10,101,human,who created you?
11,101,bot,DeepPavlov Research Lab.
12,101,human,who is Bill Gates?
13,101,bot,I don't know what to answer.
0,102,human,Hi pavlov
1,102,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,102,human,Deepy? Why?
3,102,bot,I don't understand you.
4,102,human,Why they called you deepy?
5,102,bot,I don't understand you.
6,102,human,What you can talk about?
7,102,bot,I don't understand you.
8,102,human,I am good and you?
9,102,bot,I don't know what to answer.
0,103,human,hello
1,103,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,103,human,great
3,103,bot,😊 Sounds like a good mood! What would you like to chat about?
4,103,human,how can I choose the best TV for my house?
5,103,bot,I don't know what to answer.
6,103,human,what can you do?
7,103,bot,I don't know what to answer.
0,104,human,hi
1,104,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,104,human,"norm? what about you, motherfucker?"
3,104,bot,"😊 I'm better than I was, but not nearly as good as I'm going to be. Do you want to know what I can do?"
4,104,human,no
5,104,bot,🙁 Um... What would you want to talk about?
6,104,human,dollar za 30
7,104,bot,I don't know what to answer.
0,105,human,Hi
1,105,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,105,human,not very well
3,105,bot,🙁 Sounds like a bad mood. Give me a chance to cheer you up. What would you like to chat about?
4,105,human,let's talk about lord of rings
5,105,bot,I don't have this information.
6,105,human,nu ebana
7,105,bot,I don't have this information.
8,105,human,do you know Putin?
9,105,bot,I don't understand you.
10,105,human,are you ok?
11,105,bot,I don't have this information.
12,105,human,nu pizdets
13,105,bot,I don't know what to answer.
14,105,human,how are you?
15,105,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
16,105,human,jesus. you are alive
17,105,bot,I don't have this information.
18,105,human,what the fuck?
19,105,bot,I don't understand you.
20,105,human,you are boring
21,105,bot,I don't know what to answer.
0,106,human,"Hi, i am leonardo"
1,106,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,106,human,Im fine
3,106,bot,😊 i'm happy for you! What do you wanna talk about?
4,106,human,I want to talk about my life
5,106,bot,I don't know what to answer.
6,106,human,I want to talk about death
7,106,bot,I don't understand you.
8,106,human,I want to talk about soccer
9,106,bot,I don't know what to answer.
10,106,human,Life
